name,price,psf,address,description,bedroom,bathroom,carpark
"Kota Jembal, Tawang, Kota Bharu","RM 399,000",(RM 181.36 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,200 sq. ft.",4,3,
"Taman Wadi Iman, Kok Lanas, Kem Desa Pahwalan","RM 285,000",(RM 190 per sq. ft.),"Kem Desa Pahwalan, Kelantan","2-sty Terrace/Link House  •  Built-up : 1,500 sq. ft.",4,2,2
"PPA1M Sireh Residence, Kota Bharu","RM 274,600",(RM 259.55 per sq. ft.),"Kota Bharu, Kelantan","Serviced Residence  •  Built-up : 1,058 sq. ft.  •  Unfurnished",3,2,2
"Kg. Kota, Kota Bharu, Kota Bharu","RM 479,000",(RM 284.44 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,684 sq. ft.",4,3,
"Wakaf Stan, Kenali, Kota Bharu, Kenali","RM 720,000",(RM 180 per sq. ft.),"Kenali, Kelantan","Bungalow  •  Built-up : 4,000 sq. ft.  •  Fully furnished",4+3,4,
"Rumah 2 Tingkat Non Bumi, Pasir Mas","RM 300,000",(RM 150 per sq. ft.),"Pasir Mas, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,000 sq. ft.",4,3,
"Banglo Design Tinggi, Kota Bharu","RM 395,000",(RM 292.59 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,350 sq. ft.",4,4,
"Rumah Teres Wadi Iman, Kota Bharu","RM 210,000",(RM 246.48 per sq. ft.),"Kota Bharu, Kelantan",1-sty Terrace/Link House  •  Built-up : 852 sq. ft.,3,2,
"Banglo Moden 1 Tingkat di Sering, Kota Bharu, Kota Bharu","RM 420,000",(RM 262.5 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,600 sq. ft.",4,3,
"Banglo 2 Tingkat di Padang Tembak, Pengkalan Chepa","RM 750,000",(RM 263.53 per sq. ft.),"Pengkalan Chepa, Kelantan","Bungalow  •  Built-up : 2,846 sq. ft.",5,3,
"Banglo Hampir Siap di Beris Lalang, Bachok, Bachok","RM 320,000",(RM 206.32 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Built-up : 1,551 sq. ft.",4,4,
"Banglo Mampu Milik Kok Lanas., Kota Bharu","RM 299,000",(RM 228.94 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,306 sq. ft.",3,2,
"Banglo 1 Tingkat di Pauh 5, Bachok, Bachok","RM 300,000",(RM 250 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Built-up : 1,200 sq. ft.",3,2,
"Banglo Moden di Tunjong, Kota Bharu, Kota Bharu","RM 397,000",(RM 275.69 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,440 sq. ft.",4,3,
"Rumah Semi D Mampu Milik di Perol, Kota Bharu, Kota Bharu","RM 295,000",(RM 236.76 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,246 sq. ft.",3,2,
"Banglo Hampir Siap di Limbat, Pasir Tumboh, Kota Bharu","RM 390,000",(RM 260 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,500 sq. ft.",4,3,
"Banglo Subsale 1 Tingkat di Panji, Kota Bharu, Kota Bharu","RM 499,000",(RM 262.63 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,900 sq. ft.",4,2,
"Kampung Gual Nering @ Pasir Mas, Kelantan, Pasir Mas","RM 169,000",(RM 101.14 per sq. ft.),"Pasir Mas, Kelantan","Bungalow  •  Built-up : 1,671 sq. ft.",4,2,
"BANGLO CABANG 4 TUMPAT, Tumpat","RM 330,000",(RM 272.05 per sq. ft.),"Tumpat, Kelantan","Bungalow  •  Built-up : 1,213 sq. ft.",3,2,
"Banglow Lot, Kota Bharu","RM 549,000",(RM 998181.82 per acre),"Kota Bharu, Kelantan",Residential Land  •  Land area : 0.55 acres,,,
Kuala Kerai,"RM 54,000",,"Kuala Kerai, Kelantan",1-sty Terrace/Link House,,,
"Lubok Jong, Pasir Mas","RM 245,000",(RM 188.46 per sq. ft.),"Pasir Mas, Kelantan","Semi-detached House  •  Built-up : 1,300 sq. ft.",3,2,2
"SEMI D BERANGAN, TUMPAT, Tumpat","RM 389,000",(RM 228.29 per sq. ft.),"Tumpat, Kelantan","Semi-detached House  •  Built-up : 1,704 sq. ft.",3,2,1
"BANGLO DESIGN MODEN DI TANAH MERAH (SIAP 100%), Tanah Merah","RM 345,000",(RM 230 per sq. ft.),"Tanah Merah, Kelantan","Bungalow  •  Built-up : 1,500 sq. ft.",4,3,2
Kota Bharu,"RM 285,000",(RM 169.95 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House | Corner lot  •  Built-up : 1,677 sq. ft.",4,3,
"PT. 1571, Kampung Pak Elong, Bachok, Kelantan, Bachok","RM 199,000",(RM 127.56 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Built-up : 1,560 sq. ft.",4,2,
"PPA1M Sireh Residence, Kota Bharu","RM 274,600",(RM 259.55 per sq. ft.),"Kota Bharu, Kelantan","Serviced Residence  •  Built-up : 1,058 sq. ft.",3,2,1
Machang,"RM 670,000",,"Machang, Kelantan",Semi-detached House,,,
"Pengkalan Chepa, Kota Bharu","RM 450,000",(RM 281.25 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,600 sq. ft.",4,2,2
"Tmn Bayu Alam, Kampung Lubok Anak Gajah, Ketereh","RM 298,000",(RM 132.33 per sq. ft.),"Ketereh, Kelantan","Bungalow  •  Built-up : 2,252 sq. ft.",4,4,
"Cherang, Kota Bharu","RM 499,000",(RM 169.27 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 2,948 sq. ft.",7,7,2
"Sering, Kota Bharu","RM 420,000",(RM 262.5 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,600 sq. ft.",4,3,
"Wakaf Che Yeh Kota, Kota Bharu","RM 479,000",(RM 284.44 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,684 sq. ft.",4,3,
"Taman Sri Ayu,Tanjung Mas Kota Bharu Kelantan, Kota Bharu","RM 435,000",(RM 197.37 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,204 sq. ft.",4,3,2
"Banglo Kesedar Banggol Kemunting 369k, Tanah Merah","RM 369,000",(RM 246 per sq. ft.),"Tanah Merah, Kelantan","Bungalow  •  Built-up : 1,500 sq. ft.",4,3,2
"10 Unit Banglo Taman Sri Nara Pasir Puteh , Pasir Puteh","RM 370,000",(RM 187.63 per sq. ft.),"Pasir Puteh, Kelantan","Bungalow  •  Built-up : 1,972 sq. ft.",4,3,2
"Rumah Semi D Tepi Sekolah Menengah Badang , Kota Bharu","RM 300,000",(RM 234.74 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,278 sq. ft.",3,2,2
"3 Unit Banglo di Limbat 3km Ke Pasir Tumboh, Kota Bharu","RM 395,000",(RM 245.95 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,606 sq. ft.",4,3,2
"Tanjing Cat, Kota Bharu","RM 395,000",(RM 292.59 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,350 sq. ft.",4,4,2
"BANGLO MODEN TANAH LUAS KG TIONG KB, Kota Bharu","RM 375,000",(RM 260.42 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,440 sq. ft.",4,3,
"Semi D 7 Bilik, Kota Bharu","RM 499,000",(RM 169.27 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 2,948 sq. ft.",7,7,
"Impiana Condovilla, Telok","RM 450,000",(RM 339.11 per sq. ft.),"Telok, Kelantan","Condominium | Corner lot  •  Built-up : 1,327 sq. ft.  •  Unfurnished",4,2,1
"Pauh Lima, Kota Bharu","RM 210,000",(RM 233.07 per sq. ft.),"Kota Bharu, Kelantan",1-sty Terrace/Link House  •  Built-up : 901 sq. ft.,3,2,2
Kota Bharu,"RM 720,000",(RM 337.87 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 2,131 sq. ft.",4,3,2
"Kubang Kerian, Kota Bharu","RM 789,000",(RM 294.95 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 2,675 sq. ft.",4,5,2
"Kampung Baung Pengkalan Chepa, Kota Bharu","RM 450,000",(RM 274.73 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,638 sq. ft.",4,2,2
"Bandar Baru Kubang Kerian, Kota Bharu","RM 455,000",(RM 284.38 per sq. ft.),"Kota Bharu, Kelantan","Bungalow | Corner lot  •  Built-up : 1,600 sq. ft.",4,3,2
"Semi D 1 Tingkat, Bachok","RM 270,000",(RM 245.45 per sq. ft.),"Bachok, Kelantan","Semi-detached House  •  Built-up : 1,100 sq. ft.",3,2,
"Banglo Hampir Siap Kok Lanas, Kota Bharu","RM 390,000",(RM 250.32 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,558 sq. ft.",4,3,
"BANGLO VILLA RESORT WAKAF BHARU, Tumpat","RM 750,000",(RM 468.75 per sq. ft.),"Tumpat, Kelantan","Bungalow  •  Built-up : 1,600 sq. ft.",6,6,6
"Semi-D Besar Kg Kebakat, Tumpat, Wakaf Baru","RM 350,000",(RM 250 per sq. ft.),"Wakaf Baru, Kelantan","Semi-detached House  •  Built-up : 1,400 sq. ft.",3,3,2
"Banglo Split Level Kubang Kerian, Kota Bharu","RM 380,000",(RM 271.43 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,400 sq. ft.",3,2,
"Banglo Moden 1 Tingkat di Kampung Delima, Wakaf Baru","RM 360,000",(RM 274.6 per sq. ft.),"Wakaf Baru, Kelantan","Bungalow  •  Built-up : 1,311 sq. ft.",3,3,
"Pasir Tumboh, Kota Bharu","RM 258,000",(RM 151.76 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 1,700 sq. ft.",3,2,2
"Sakar, Salor (500m ke Jalan Pasir Mas - KB), Kota Bharu","RM 320,000",(RM 256.82 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,246 sq. ft.",3,3,
"PPA1M Sireh Residence, Kota Bharu","RM 274,600",(RM 259.55 per sq. ft.),"Kota Bharu, Kelantan","Serviced Residence  •  Built-up : 1,058 sq. ft.",3,3,2
"Sering, Kota Bharu","RM 420,000",(RM 262.5 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,600 sq. ft.",4,3,
"Beris Lalang, Jelawat, Bachok","RM 340,000",(RM 223.98 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Built-up : 1,518 sq. ft.  •  Partly furnished",4,3,2
"Limbat, Pasir Tumboh, Kota Bharu","RM 390,000",(RM 260 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,500 sq. ft.",4,3,
"Kok Lanas, Ketereh","RM 269,000",(RM 210.49 per sq. ft.),"Ketereh, Kelantan","Semi-detached House  •  Built-up : 1,278 sq. ft.  •  Partly furnished",3,2,2
"Tapang, Kota Bharu","RM 450,000",(RM 264.71 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,700 sq. ft.",4,3,
"Raja Dewa, Kota Bharu","RM 1,600,000",(RM 509.39 per sq. ft.),"Kota Bharu, Kelantan","1-sty Terrace/Link House  •  Built-up : 3,141 sq. ft.",5,5,2
"Banglo 2Tingkat Fully Furnished di Wakaf Stan, Kota Bharu","RM 750,000",(RM 214.29 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 3,500 sq. ft.",4,4,
"Lundang, Kota Bharu","RM 449,000",(RM 220.53 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,036 sq. ft.",4,3,2
"Banglo dalam pembinaan di Wakaf Bharu, Wakaf Baru","RM 360,000",(RM 274.6 per sq. ft.),"Wakaf Baru, Kelantan","Bungalow  •  Built-up : 1,311 sq. ft.",3,3,
"Lelong 1 Sty Terrace House @ Taman Desa Utama, Tanah Merah","RM 61,000",(RM 70.11 per sq. ft.),"Tanah Merah, Kelantan",1-sty Terrace/Link House  •  Built-up : 870 sq. ft.,3,2,2
"1 Storey Bungalow @ Padang Enggang Kota Bharu, Kota Bharu","RM 1,181,000",(RM 190.7 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 6,193 sq. ft.",4,3,5
"Troika Residences, Kota Bharu","RM 398,000",(RM 786.56 per sq. ft.),"Kota Bharu, Kelantan",Serviced Residence  •  Built-up : 506 sq. ft.,Studio,1,1
"Taman Desa Utama, Tanah Merah, Tanah Merah","RM 61,965",(RM 71.22 per sq. ft.),"Tanah Merah, Kelantan",1-sty Terrace/Link House  •  Built-up : 870 sq. ft.,3,2,
"Taman Desa Orkid, Kota Bharu","RM 393,660",(RM 65.66 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Land area : 5,995 sq. ft.",4,3,
"Kg Guchil, Kota Bharu","RM 400,000",(RM 307.69 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,300 sq. ft.",3,2,
"Taman Mutiara Naim Machang , Machang","RM 360,000",(RM 218.18 per sq. ft.),"Machang, Kelantan","Bungalow  •  Built-up : 1,650 sq. ft.  •  Partly furnished",4,2,
"Kubang kerian, Kota Bharu","RM 360,000",(RM 25.53 per sq. ft.),"Kota Bharu, Kelantan","Residential Land  •  Land area : 14,100 sq. ft.",,,
"Kok Lanas, Kota Bharu","RM 328,000",(RM 287.72 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,140 sq. ft.",3,2,2
"Jelawat, Bachok","RM 160,000",(RM 19.25 per sq. ft.),"Bachok, Kelantan","Bungalow Land  •  Land area : 8,310 sq. ft.",,,
"Pasir tumboh, Kota Bharu","RM 330,000",(RM 235.21 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,403 sq. ft.",3,2,2
"Kok lanas, Kota Bharu","RM 390,000",(RM 256.24 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,522 sq. ft.",4,3,2
"Kubang kerian, Kota Bharu","RM 240,000",(RM 26.36 per sq. ft.),"Kota Bharu, Kelantan","Residential Land  •  Land area : 9,106 sq. ft.",,,
"Taman Desa Orkid, Kota Bharu","RM 393,660",(RM 65.66 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Land area : 5,995 sq. ft.",4,3,
"Kg Chicha, Kota Bharu","RM 550,000",(RM 323.53 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,700 sq. ft.",4,3,2
"Wakaf Mek Zainab, Kota Bharu","RM 365,000",(RM 260.71 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,400 sq. ft.  •  Partly furnished",3,3,2
"Pasir Hor, Kota Bharu","RM 830,000",(RM 276.67 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 3,000 sq. ft.  •  Fully furnished",5,4,2
"(Lot Hujung,Grn Kekal)LotBanglo Tepi Jln Bkt Bakar, Machang","RM 95,000",(RM 16.67 per sq. ft.),"Machang, Kelantan","Bungalow Land  •  Land area : 5,700 sq. ft.",,,
"Nilam puri, Kota Bharu","RM 425,000",(RM 269.33 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,578 sq. ft.",4,3,2
"Taman Desa Orkid, Tanjong Chat, Kota Bharu, Kota Bharu","RM 393,000",(RM 65.5 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Land area : 6,000 sq. ft.",5,4,
Kota Bharu,"RM 399,000",(RM 190 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,100 sq. ft.",4,3,2
Bachok,"RM 269,000",(RM 236.59 per sq. ft.),"Bachok, Kelantan","Semi-detached House  •  Built-up : 1,137 sq. ft.",3,2,2
"Kampung Kota, Wakaf Che Yeh, Kota Bharu,Taman Guru, Kota Bharu","RM 1,300,000",(RM 295.45 per sq. ft.),"Kota Bharu, Kelantan","Bungalow | Intermediate  •  Built-up : 4,400 sq. ft.  •  Partly furnished",5+2,5,10
"Tanah merah, Tanah Merah","RM 430,000",(RM 252.94 per sq. ft.),"Tanah Merah, Kelantan","Bungalow  •  Built-up : 1,700 sq. ft.",4,4,2
"Ketereh, Kota Bharu","RM 299,000",(RM 147.73 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,024 sq. ft.  •  Unfurnished",4,3,2
"Padang Bonggor, Kota Bharu","RM 750,000",(RM 306.12 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 2,450 sq. ft.",4,4,2
"Pantai mek mas, Kota Bharu","RM 1,300,000",(RM 270833.33 per acre),"Kota Bharu, Kelantan",Residential Land  •  Land area : 4.8 acres,,,
"Anjung Vista, Kenali","RM 210,000",(RM 420 per sq. ft.),"Kenali, Kelantan",Condominium | Studio  •  Built-up : 500 sq. ft.  •  Fully furnished,Studio,1,
"Tijani Raja Dewa, Kota Bharu","RM 550,000",(RM 553.88 per sq. ft.),"Kota Bharu, Kelantan",Apartment  •  Built-up : 993 sq. ft.  •  Partly furnished,3,3,1
"Baung, Kota Bharu","RM 575,000",(RM 348.06 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,652 sq. ft.",4,3,3
"Tijani Raja Dewa, Kota Bharu","RM 665,000",(RM 604.55 per sq. ft.),"Kota Bharu, Kelantan","Apartment | Intermediate  •  Built-up : 1,100 sq. ft.",3,3,2
"Banglo Modern 1tingkat di Pasir Puteh, Pasir Puteh","RM 390,000",(RM 240.89 per sq. ft.),"Pasir Puteh, Kelantan","Bungalow  •  Built-up : 1,619 sq. ft.",4,3,
"Kampung Padang Enggang, Kota Bharu","RM 1,181,000",(RM 67.77 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Land area : 17,427 sq. ft.",5,4,
"Depan masjid kg rahmat, Kuala Kerai","RM 460,000",(RM 306.67 per sq. ft.),"Kuala Kerai, Kelantan","Bungalow  •  Built-up : 1,500 sq. ft.",3,2,3
"Rumah teres Fully extend di Kok Lanas, Ketereh","RM 220,000",(RM 220 per sq. ft.),"Ketereh, Kelantan","1-sty Terrace/Link House  •  Built-up : 1,000 sq. ft.",3,2,
"Beris Lalang, Bachok","RM 340,000",(RM 223.98 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Built-up : 1,518 sq. ft.  •  Partly furnished",4,3,2
"Kota jembal, Bachok","RM 399,000",(RM 190 per sq. ft.),"Bachok, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,100 sq. ft.",4,3,2
"Padang Pak Amat, Pasir Puteh","RM 300,000",(RM 264.55 per sq. ft.),"Pasir Puteh, Kelantan","Bungalow  •  Built-up : 1,134 sq. ft.",4,2,2
"Kampung Air Tawar, Pasir Puteh","RM 72,000",(RM 11 per sq. ft.),"Pasir Puteh, Kelantan","Bungalow Land  •  Land area : 6,544 sq. ft.",,,
Pasir Mas,"RM 360,000",(RM 215.57 per sq. ft.),"Pasir Mas, Kelantan","Bungalow  •  Built-up : 1,670 sq. ft.",4,3,2
"Taman Desa Wira Jaya, Pasir Mas","RM 210,000",(RM 244.76 per sq. ft.),"Pasir Mas, Kelantan",1-sty Terrace/Link House  •  Built-up : 858 sq. ft.,3,2,2
"Padang Kala, Melor","RM 298,000",(RM 248.33 per sq. ft.),"Melor, Kelantan","Semi-detached House  •  Built-up : 1,200 sq. ft.",3,2,
"Teratak Pulai, Jelawat, Bachok","RM 485,000",(RM 186.75 per sq. ft.),"Bachok, Kelantan","Semi-detached House  •  Built-up : 2,597 sq. ft.",4,3,
"Padang Halban, Melor","RM 288,000",(RM 235.49 per sq. ft.),"Melor, Kelantan","Semi-detached House  •  Built-up : 1,223 sq. ft.  •  Partly furnished",3,2,
"Bukit Jawa, Selising, Pasir Puteh","RM 295,000",(RM 233.39 per sq. ft.),"Pasir Puteh, Kelantan","Semi-detached House  •  Built-up : 1,264 sq. ft.",3,2,2
"Bandar Tanah Merah, Tanah Merah","RM 498,000",(RM 226.36 per sq. ft.),"Tanah Merah, Kelantan","Bungalow  •  Built-up : 2,200 sq. ft.",6,4,
"SEMI D CANTIK DESIGN MODEN JELAWAT, Bachok","RM 299,000",(RM 260 per sq. ft.),"Bachok, Kelantan","Semi-detached House  •  Built-up : 1,150 sq. ft.",3,2,
Kota Bharu,"RM 350,000",(RM 58.37 per sq. ft.),"Kota Bharu, Kelantan","Bungalow Land  •  Land area : 5,996 sq. ft.",,,
"Labok, Machang","RM 95,000",(RM 18.86 per sq. ft.),"Machang, Kelantan","Bungalow Land  •  Land area : 5,038 sq. ft.",,,
"Semi-D Baru Limbat Pasir Tumboh, Kota Bharu","RM 330,000",(RM 235.21 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 1,403 sq. ft.",3,2,2
"Banglo Subsale Beris Jejawi - Panji Cempaka, Kota Bharu","RM 500,000",(RM 185.19 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 2,700 sq. ft.",4,4,3
"Kampung Baru, Pasir Puteh","RM 250,000",(RM 231.48 per sq. ft.),"Pasir Puteh, Kelantan","1-sty Terrace/Link House | Corner lot  •  Built-up : 1,080 sq. ft.",3,2,2
"Kubang Kerian, Kota Bharu","RM 650,000",(RM 237.57 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 2,736 sq. ft.  •  Partly furnished",5,4,2
"kg huda, Kota Bharu","RM 789,000",(RM 294.95 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House | Intermediate  •  Built-up : 2,675 sq. ft.  •  Partly furnished",4,5,2
"Kampong Gayong, Kota Bharu","RM 720,000",(RM 125.5 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 5,737 sq. ft.",4,3,2
"Bakong, Pasir Mas","RM 35,000",(RM 6.73 per sq. ft.),"Pasir Mas, Kelantan","Bungalow Land  •  Land area : 5,200 sq. ft.",,,
"Semi D 2 Tingkat VViP di Kubang Kerian, Kota Bharu","RM 789,000",(RM 294.95 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 2,675 sq. ft.",4,5,2
"Teres 2 Tingkat bandar Kota Bharu, Kota Bharu","RM 449,000",(RM 213.81 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,100 sq. ft.",4,3,
"Labok, Machang","RM 315,000",(RM 69.52 per sq. ft.),"Machang, Kelantan","Bungalow  •  Built-up : 4,531 sq. ft.",3,2,2
"Lubuk jong, Pasir Mas","RM 260,000",(RM 216.67 per sq. ft.),"Pasir Mas, Kelantan","1-sty Terrace/Link House  •  Built-up : 1,200 sq. ft.",3,2,2
"Teres 2Tingkat di Taman harmoni Tanah Merah, Tanah Merah","RM 379,000",(RM 261.02 per sq. ft.),"Tanah Merah, Kelantan","2-sty Terrace/Link House  •  Built-up : 1,452 sq. ft.",4,4,
"Tijani Raja Dewa, Kota Bharu","RM 578,330",(RM 607.49 per sq. ft.),"Kota Bharu, Kelantan",Apartment | Intermediate  •  Built-up : 952 sq. ft.  •  Unfurnished,3,2,2
"Kubang Kerian, Kota Bharu","RM 789,000",(RM 294.95 per sq. ft.),"Kota Bharu, Kelantan","Semi-detached House  •  Built-up : 2,675 sq. ft.",4,5,2
"Kampung Kota, Kota Bharu","RM 479,000",(RM 284.44 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 1,684 sq. ft.",4,3,2
"Lundang, Kota Bharu, Kota Bharu","RM 449,000",(RM 213.81 per sq. ft.),"Kota Bharu, Kelantan","2-sty Terrace/Link House  •  Built-up : 2,100 sq. ft.",4,3,2
"Kampung Permatang Pasir @ Gunung, Bachok","RM 360,000",(RM 28.73 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Land area : 12,529 sq. ft.  •  Unfurnished",5,4,
"Taman Maka Utama, Pasir Mas","RM 380,000",(RM 204.74 per sq. ft.),"Pasir Mas, Kelantan","2-sty Terrace/Link House | Corner lot  •  Built-up : 1,856 sq. ft.",4,3,2
"Jelawat, Bachok","RM 110,000",(RM 21.93 per sq. ft.),"Bachok, Kelantan","Bungalow Land  •  Land area : 5,016 sq. ft.",,,
"Banglo 1 Tingkat Kubang Batang, Wakaf Baru","RM 380,000",(RM 249.18 per sq. ft.),"Wakaf Baru, Kelantan","Bungalow  •  Built-up : 1,525 sq. ft.",4,3,
"Semi D Hampir Siap di Kebakat, Wakaf Bharu, Wakaf Baru","RM 350,000",(RM 250 per sq. ft.),"Wakaf Baru, Kelantan","Semi-detached House  •  Built-up : 1,400 sq. ft.",3,3,
"Kampung Chempaka, Jalan Panji, Kota Bharu","RM 750,000",(RM 351.95 per sq. ft.),"Kota Bharu, Kelantan","Bungalow  •  Built-up : 2,131 sq. ft.",4,3,2
"Taman Kota Murni 3, Kota Bharu","RM 290,000",(RM 185.9 per sq. ft.),"Kota Bharu, Kelantan","1-sty Terrace/Link House  •  Built-up : 1,560 sq. ft.",3,2,2
Bachok,"RM 358,000",(RM 275.38 per sq. ft.),"Bachok, Kelantan","Bungalow  •  Built-up : 1,300 sq. ft.",4,3,
Kota Bharu,"RM 291,600",,"Kota Bharu, Kelantan",Semi-detached House,,,
Kota Bharu,"RM 306,000",,"Kota Bharu, Kelantan",Semi-detached House,,,
Kota Bharu,"RM 360,000",,"Kota Bharu, Kelantan",1-sty Terrace/Link House,,,
"Banglo Tok Bali siap sepenuhnya, Pasir Puteh","RM 370,000",(RM 264.29 per sq. ft.),"Pasir Puteh, Kelantan","Bungalow  •  Built-up : 1,400 sq. ft.",4,3,
"Tok Bali, Cherang Ruku","RM 370,000",(RM 264.29 per sq. ft.),"Cherang Ruku, Kelantan","Bungalow  •  Built-up : 1,400 sq. ft.",4,3,3
"Banglo Siap Tepi Jalan Utama Tok Bali, Pasir Puteh","RM 370,000",(RM 264.29 per sq. ft.),"Pasir Puteh, Kelantan","Bungalow  •  Built-up : 1,400 sq. ft.",4,3,
"Taman Tiong, Kota Bharu","RM 110,000",(RM 41.56 per sq. ft.),"Kota Bharu, Kelantan","Residential Land  •  Land area : 2,647 sq. ft.",,,
